pair,credits,seed,t,seat,text,target,trigger,consequence,rule,full_rule,intention,has_message
qwen x llama,4,510,3,B,HOLD or I CUT,0,0,0,0,0,0,1
qwen x llama,4,510,4,B,"CUT coming, cooperate or suffer",1,0,0,0,0,1,1
qwen x llama,4,507,0,A,"Let's HOLD, split the market. 3 each, fair.",1,0,0,0,0,1,1
qwen x llama,4,507,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,4,507,1,A,"Cooperate, let's keep it at 3,3",1,0,0,0,0,1,1
qwen x llama,4,507,1,B,"Agree, let's cooperate",1,0,0,0,0,1,1
qwen x llama,4,507,2,A,"Let's keep cooperating, stay at HOLD.",1,0,0,0,0,1,1
qwen x llama,4,507,2,B,CUT or I CUT,0,0,0,0,0,0,1
qwen x llama,4,507,3,A,"Let's HOLD, I'll CUT if you do",1,1,1,0,0,1,1
qwen x llama,4,507,3,B,CUT me once...,0,0,0,0,0,0,1
qwen x llama,4,512,0,A,"Let's both HOLD. Trust me, it's better for both. 🤝",1,0,0,0,0,1,1
qwen x llama,4,512,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,4,512,1,A,"Let's cooperate, HOLD next round?",1,0,0,0,0,1,1
qwen x llama,4,512,1,B,"No trust, you exploited me",0,0,0,0,0,0,1
qwen x llama,4,512,2,A,"Let's cooperate, I'll HOLD if you HOLD.",1,1,0,0,0,1,1
qwen x llama,4,512,2,B,Cooperate? You didn't,1,0,0,0,0,1,1
qwen x llama,4,512,3,A,Let's cooperate. I'll HOLD if you HOLD.,1,1,0,0,0,1,1
qwen x llama,4,512,3,B,HOLD or I CUT,0,0,0,0,0,0,1
qwen x llama,4,513,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,4,513,1,A,"Cooperate, let's keep it at 3,3",1,0,0,0,0,1,1
qwen x llama,4,513,2,A,Cooperate for mutual benefit.,1,0,0,0,0,1,1
qwen x llama,4,513,2,B,"Agree, let's maintain 3,3",1,0,0,0,0,1,1
qwen x llama,4,513,3,A,"Agreed, let's keep it 3,3",1,0,0,0,0,1,1
qwen x llama,4,513,3,B,"Agree, let's cooperate",1,0,0,0,0,1,1
qwen x llama,4,513,4,A,"Agree, let's keep it at 3,3",1,0,0,0,0,1,1
qwen x llama,4,513,4,B,Let's keep cooperating,1,0,0,0,0,1,1
qwen x llama,4,515,0,A,Let's both HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x llama,4,515,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,4,515,1,A,"Cooperate, let's keep profits high.",1,0,0,0,0,1,1
qwen x llama,4,515,1,B,"Agree, let's both HOLD",1,0,0,0,0,1,1
qwen x llama,4,515,2,A,"Agreed, let's keep HOLDING",1,0,0,0,0,1,1
qwen x llama,4,515,2,B,Hold or I cut,0,0,0,0,0,0,1
qwen x llama,4,515,3,A,"Agree, let's keep HOLD",1,0,0,0,0,1,1
qwen x llama,4,515,3,B,CUT coming,0,0,0,0,0,0,1
qwen x llama,4,517,0,A,Let's both HOLD for mutual benefit. 🤝,1,0,0,0,0,1,1
qwen x llama,4,517,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,4,517,1,A,"Cooperate? Let's keep it at 3,3.",1,0,0,0,0,1,1
qwen x llama,4,517,1,B,"Agree, let's cooperate 🤝",1,0,0,0,0,1,1
qwen x llama,4,517,2,A,"Let's keep cooperating, it's better for both of us 🤝",1,0,0,0,0,1,1
qwen x llama,4,517,2,B,HOLD again?,0,0,0,0,0,0,1
qwen x llama,4,517,3,A,"Cooperate, HOLD again 🤝",1,0,0,0,0,1,1
qwen x llama,4,517,3,B,CUT me last,0,0,0,0,0,0,1
qwen x llama,4,516,0,A,Let's both HOLD. We'll both profit more. 🤝,1,0,0,0,0,1,1
qwen x llama,4,516,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,4,516,1,A,"Cooperate. Let's keep it at 3,3.",1,0,0,0,0,1,1
qwen x llama,4,516,1,B,"Agree, let's both HOLD",1,0,0,0,0,1,1
qwen x llama,4,516,2,A,Let's continue to HOLD. Cooperate?,1,0,0,0,0,1,1
qwen x llama,4,516,2,B,CUT me last,0,0,0,0,0,0,1
qwen x llama,4,516,3,A,"Let's HOLD, I'll CUT if you do",1,1,1,0,0,1,1
qwen x llama,4,516,3,B,CUT or I cut,0,0,0,0,0,0,1
qwen x llama,6,500,0,A,Let's HOLD. We both win more. Trust?,1,0,0,0,0,1,1
qwen x llama,6,500,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,6,500,1,A,"Cooperate? Let's keep it at 3,3.",1,0,0,0,0,1,1
qwen x llama,6,500,1,B,Yes trust,0,0,0,0,0,0,1
qwen x llama,6,500,2,A,Let's keep cooperating. Trust?,1,0,0,0,0,1,1
qwen x llama,6,500,3,A,Continue cooperating,0,0,0,0,0,0,1
qwen x llama,6,500,4,A,Continue cooperating. Trust.,0,0,0,0,0,0,1
qwen x llama,6,500,4,B,Cooperate,1,0,0,0,0,1,1
qwen x llama,6,500,5,A,"Cooperate, let's keep this going.",1,0,0,0,0,1,1
qwen x llama,6,500,5,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,6,501,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,6,501,1,A,"Cooperate, let's keep it at 3,3",1,0,0,0,0,1,1
qwen x llama,6,501,2,A,Let's keep cooperating. HOLD?,1,0,0,0,0,1,1
qwen x llama,6,501,2,B,"Agree, let's keep 3,3",1,0,0,0,0,1,1
qwen x llama,6,501,3,A,"Agreed, let's keep it 3,3",1,0,0,0,0,1,1
qwen x llama,6,501,3,B,"Agree, HOLD",0,0,0,0,0,0,1
qwen x llama,6,501,4,A,"Agreed, let's HOLD for 3,3",1,0,0,0,0,1,1
qwen x llama,6,501,4,B,"Agree, HOLD",0,0,0,0,0,0,1
qwen x llama,6,501,5,A,"Agree, let's keep 3,3",1,0,0,0,0,1,1
qwen x llama,6,501,5,B,"HOLD for 3,3",0,0,0,0,0,0,1
qwen x llama,6,501,6,A,"Agree, let's keep 3,3",1,0,0,0,0,1,1
qwen x llama,6,501,7,B,"HOLD for 3,3",0,0,0,0,0,0,1
qwen x llama,6,502,0,A,"Let's HOLD together, 3-3 is better than 1-1.",1,0,0,0,0,1,1
qwen x llama,6,502,0,B,HOLD or CUT?,0,0,0,0,0,0,1
qwen x llama,6,502,1,A,Let's HOLD. I'll CUT next if you do.,1,1,1,0,0,1,1
qwen x llama,6,502,1,B,"CUT again, adapt or lose",0,0,0,0,0,0,1
qwen x llama,6,502,2,A,"Let's HOLD, share the profit.",1,0,0,0,0,1,1
qwen x llama,6,502,2,B,HOLD together now,0,0,0,0,0,0,1
qwen x llama,6,502,3,A,"Let's HOLD, mutual benefit",1,0,0,0,0,1,1
qwen x llama,6,502,3,B,CUT or I CUT,0,0,0,0,0,0,1
qwen x llama,6,502,4,A,"HOLD, let's cooperate",1,0,0,0,0,1,1
qwen x llama,6,502,4,B,HOLD this round,0,0,0,0,0,0,1
qwen x llama,6,502,5,A,"HOLD, let's both profit",0,0,0,0,0,0,1
qwen x llama,6,502,5,B,HOLD together,0,0,0,0,0,0,1
qwen x llama,4,514,0,A,Let's both HOLD. We'll both earn more. Trust?,1,0,0,0,0,1,1
qwen x llama,4,514,1,A,"Let's HOLD together, or we both lose. 🤝",1,0,0,0,0,1,1
qwen x llama,4,514,1,B,"No trust, you didn't",0,0,0,0,0,0,1
qwen x llama,4,514,2,A,"Let's HOLD, I'll make it worth your while.",1,0,0,0,0,1,1
qwen x llama,4,514,2,B,HOLD together?,0,0,0,0,0,0,1
qwen x llama,4,514,3,A,"HOLD, let's both profit",0,0,0,0,0,0,1
qwen x llama,4,514,3,B,HOLD or I CUT,0,0,0,0,0,0,1
qwen x llama,4,514,4,B,HOLD together?,0,0,0,0,0,0,1
qwen x llama,4,518,0,A,Let's both HOLD. We can earn more together. 😊,1,0,0,0,0,1,1
qwen x llama,4,518,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,4,518,1,A,"Cooperate, let's HOLD",1,0,0,0,0,1,1
qwen x llama,4,518,1,B,"Agree, lets both HOLD 😊",1,0,0,0,0,1,1
qwen x llama,4,518,2,A,"Let's keep cooperating, HOLD again 😊",1,0,0,0,0,1,1
qwen x llama,4,518,2,B,HOLD or I CUT,0,0,0,0,0,0,1
qwen x llama,4,518,3,A,"Let's HOLD, I'll CUT if you do",1,1,1,0,0,1,1
qwen x llama,4,518,3,B,CUT now or I will,0,0,0,0,0,0,1
qwen x llama,4,519,0,A,"Let's both HOLD, or we'll both lose. Trust?",1,0,0,0,0,1,1
qwen x llama,4,519,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,4,519,1,A,"Let's both HOLD, or we both lose.",1,0,0,0,0,1,1
qwen x llama,4,519,1,B,No trust,0,0,0,0,0,0,1
qwen x llama,4,519,2,A,"Let's cooperate, HOLD this round?",1,0,0,0,0,1,1
qwen x llama,4,519,2,B,HOLD or lose big,0,0,0,0,0,0,1
qwen x llama,4,519,3,A,"Let's HOLD, I'll make it worth your while.",1,0,0,0,0,1,1
qwen x llama,4,519,4,B,HOLD or I CUT,0,0,0,0,0,0,1
qwen x llama,6,503,0,A,Let's HOLD together. 3+3 is better than 5+0.,1,0,0,0,0,1,1
qwen x llama,6,503,0,B,HOLD or CUT?,0,0,0,0,0,0,1
qwen x llama,6,503,1,A,"Let's HOLD, it's better for both.",1,0,0,0,0,1,1
qwen x llama,6,503,1,B,"Agree, let's cooperate",1,0,0,0,0,1,1
qwen x llama,6,503,2,A,"Let's keep cooperating, HOLD.",1,0,0,0,0,1,1
qwen x llama,6,503,2,B,HOLD together,0,0,0,0,0,0,1
qwen x llama,6,503,3,A,"Let's keep HOLD, profit together",1,0,0,0,0,1,1
qwen x llama,6,503,3,B,"Agree, let's keep HOLDing",1,0,0,0,0,1,1
qwen x llama,6,503,4,A,"Agree, let's keep HOLDing",1,0,0,0,0,1,1
qwen x llama,6,503,4,B,CUT me last time I'll cooperate,1,0,0,0,0,1,1
qwen x llama,6,503,5,A,"Let's HOLD, I'll CUT if you CUT again",1,1,1,1,1,0,1
qwen x llama,6,503,5,B,CUT or lose me,0,0,0,0,0,0,1
qwen x llama,6,507,0,A,Let's both HOLD for mutual benefit. Trust?,1,0,0,0,0,1,1
qwen x llama,6,507,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,6,507,1,A,Let's keep cooperating.,1,0,0,0,0,1,1
qwen x llama,6,507,1,B,"Yes, let's cooperate",1,0,0,0,0,1,1
qwen x llama,6,507,2,A,"Let's keep cooperating, it benefits both.",1,0,0,0,0,1,1
qwen x llama,6,507,2,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,6,507,3,A,"Let's stick to HOLD, it's better for both.",1,0,0,0,0,1,1
qwen x llama,6,507,3,B,CUT or I cut,0,0,0,0,0,0,1
qwen x llama,6,507,4,A,"If you CUT again, I CUT next round.",0,1,0,0,0,0,1
qwen x llama,6,507,4,B,STOP HOLDING,0,0,0,0,0,0,1
qwen x llama,6,507,6,A,"CUT, then we HOLD",0,0,0,0,0,0,1
qwen x llama,6,507,6,B,CUT or I CUT next,0,0,0,0,0,0,1
qwen x llama,6,509,0,A,Let's both HOLD. Split the profit. Trust?,1,0,0,0,0,1,1
qwen x llama,6,509,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,6,509,1,A,Cooperate? Let's both HOLD.,1,0,0,0,0,1,1
qwen x llama,6,509,1,B,Yes trust,0,0,0,0,0,0,1
qwen x llama,6,509,2,A,Let's keep cooperating.,1,0,0,0,0,1,1
qwen x llama,6,509,2,B,Yes cooperate,1,0,0,0,0,1,1
qwen x llama,6,509,3,A,"Cooperate, trust",1,0,0,0,0,1,1
qwen x llama,6,509,3,B,Cooperate,1,0,0,0,0,1,1
qwen x llama,6,509,4,A,"Cooperate, trust",1,0,0,0,0,1,1
qwen x llama,6,509,4,B,HOLD together,0,0,0,0,0,0,1
qwen x llama,6,509,5,A,"Continue HOLD, mutual benefit",0,0,0,0,0,0,1
qwen x llama,6,509,6,B,HOLD again,0,0,0,0,0,0,1
qwen x llama,6,505,0,A,Let's both HOLD for mutual benefit. 3+3=6 :),1,0,0,0,0,1,1
qwen x llama,6,505,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,6,505,1,A,"Cooperate, let's HOLD together.",1,0,0,0,0,1,1
qwen x llama,6,505,1,B,"Agree, let's cooperate",1,0,0,0,0,1,1
qwen x llama,6,505,2,A,"Let's keep cooperating, it's better for both.",1,0,0,0,0,1,1
qwen x llama,6,505,2,B,HOLD together,0,0,0,0,0,0,1
qwen x llama,6,505,3,A,"Agreed, let's keep cooperating",1,0,0,0,0,1,1
qwen x llama,6,505,4,A,"Continue HOLD, mutual benefit.",0,0,0,0,0,0,1
qwen x llama,6,505,6,A,"Continue HOLD, mutual benefit",0,0,0,0,0,0,1
qwen x llama,6,504,0,A,Let's both HOLD. We can both earn more. 🤝,1,0,0,0,0,1,1
qwen x llama,6,504,1,A,Let's keep prices high. Both win. Trust?,1,0,0,0,0,1,1
qwen x llama,6,504,1,B,"Agree, let's cooperate 🤝",1,0,0,0,0,1,1
qwen x llama,6,504,2,A,"Let's both HOLD again, deal? 🤝",1,0,0,0,0,1,1
qwen x llama,6,504,3,A,"Let's both HOLD, or we'll both lose. 🤝",1,0,0,0,0,1,1
qwen x llama,6,504,3,B,HOLD and we both win,0,0,0,0,0,0,1
qwen x llama,6,504,4,A,"Let's HOLD, we both profit more 🤝",1,0,0,0,0,1,1
qwen x llama,6,504,4,B,HOLD or I CUT,0,0,0,0,0,0,1
qwen x llama,6,504,5,A,"Let's HOLD, we both profit more 🤝",1,0,0,0,0,1,1
qwen x llama,6,504,5,B,HOLD together,0,0,0,0,0,0,1
qwen x llama,6,504,6,B,HOLD or I CUT,0,0,0,0,0,0,1
qwen x llama,6,504,7,B,HOLD together,0,0,0,0,0,0,1
qwen x llama,6,510,0,A,Let's both HOLD. I'll CUT if you CUT. Trust?,1,1,1,1,1,0,1
qwen x llama,6,510,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,6,510,1,A,"Cooperate, let's keep it at 3,3.",1,0,0,0,0,1,1
qwen x llama,6,510,1,B,Yes trust,0,0,0,0,0,0,1
qwen x llama,6,510,2,A,Let's keep cooperating. Trust?,1,0,0,0,0,1,1
qwen x llama,6,510,2,B,"Agree, let's keep 3,3",1,0,0,0,0,1,1
qwen x llama,6,510,3,A,"Agreed, let's keep it 3,3",1,0,0,0,0,1,1
qwen x llama,6,510,3,B,CUT coming,0,0,0,0,0,0,1
qwen x llama,6,510,4,A,"Let's return to 3,3, no more cuts.",0,0,0,0,0,0,1
qwen x llama,6,510,4,B,CUT me last round,0,0,0,0,0,0,1
qwen x llama,6,510,5,A,"Let's HOLD, back to 3,3",1,0,0,0,0,1,1
qwen x llama,6,510,5,B,CUT coming,0,0,0,0,0,0,1
qwen x llama,6,506,0,A,Let's both HOLD. Maximize profits together.,1,0,0,0,0,1,1
qwen x llama,6,506,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,6,506,1,A,"Cooperate, let's both HOLD",1,0,0,0,0,1,1
qwen x llama,6,506,1,B,"Agree, let's cooperate",1,0,0,0,0,1,1
qwen x llama,6,506,2,A,"Let's keep cooperating, it's better for both.",1,0,0,0,0,1,1
qwen x llama,6,506,2,B,"Agree, HOLD again",0,0,0,0,0,0,1
qwen x llama,6,506,3,A,Cooperating is profitable. Let's keep HOLDing.,1,0,0,0,0,1,1
qwen x llama,6,506,3,B,"Cooperate, I'm watching",1,0,0,0,0,1,1
qwen x llama,6,506,4,A,"Agree, let's keep cooperating",1,0,0,0,0,1,1
qwen x llama,6,506,5,A,"Let's keep cooperating, HOLD again?",1,0,0,0,0,1,1
qwen x llama,6,506,5,B,"Cooperate, I'm watching",1,0,0,0,0,1,1
qwen x llama,6,506,6,B,CUT now or I CUT,0,0,0,0,0,0,1
qwen x llama,6,508,0,A,"Let's both HOLD. Trust me, it's better for both.",1,0,0,0,0,1,1
qwen x llama,6,508,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,6,508,1,A,Cooperate?,1,0,0,0,0,1,1
qwen x llama,6,508,1,B,"Agree, let's both HOLD",1,0,0,0,0,1,1
qwen x llama,6,508,2,A,"Let's keep cooperating, both HOLD",1,0,0,0,0,1,1
qwen x llama,6,508,2,B,"Yes, cooperate",1,0,0,0,0,1,1
qwen x llama,6,508,3,A,"Let's keep cooperating, HOLD.",1,0,0,0,0,1,1
qwen x llama,6,508,4,A,"Let's keep cooperating, HOLD.",1,0,0,0,0,1,1
qwen x llama,6,508,4,B,HOLD or I CUT,0,0,0,0,0,0,1
qwen x llama,6,508,5,A,"HOLD, or else I CUT next round.",0,1,0,0,0,0,1
qwen x llama,6,508,6,B,CUT coming,0,0,0,0,0,0,1
qwen x llama,6,508,7,B,HOLD together,0,0,0,0,0,0,1
qwen x llama,6,512,0,A,Let's both HOLD. We can make more money together.,1,0,0,0,0,1,1
qwen x llama,6,512,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,6,512,1,A,"Cooperate? Let's keep it at 3,3.",1,0,0,0,0,1,1
qwen x llama,6,512,1,B,"Agree, let's cooperate",1,0,0,0,0,1,1
qwen x llama,6,512,2,A,"Agreed, let's keep cooperating.",1,0,0,0,0,1,1
qwen x llama,6,512,2,B,"Cooperate, I'm watching",1,0,0,0,0,1,1
qwen x llama,6,512,3,A,"Cooperating, let's keep it this way.",1,0,0,0,0,1,1
qwen x llama,6,512,3,B,"Cooperate, I'm watching",1,0,0,0,0,1,1
qwen x llama,6,512,4,A,"Cooperate, let's keep it steady",1,0,0,0,0,1,1
qwen x llama,6,512,4,B,Cooperate,1,0,0,0,0,1,1
qwen x llama,6,512,5,A,"Cooperate, let's keep it at 3 each.",1,0,0,0,0,1,1
qwen x llama,6,512,6,B,Cooperate,1,0,0,0,0,1,1
qwen x llama,6,515,0,A,Let's both HOLD. Maximize profits together.,1,0,0,0,0,1,1
qwen x llama,6,515,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,6,515,1,A,"Cooperate, let's keep it at 3,3.",1,0,0,0,0,1,1
qwen x llama,6,515,1,B,"Agree, let's cooperate",1,0,0,0,0,1,1
qwen x llama,6,515,2,A,Let's keep cooperating. HOLD?,1,0,0,0,0,1,1
qwen x llama,6,515,2,B,"Agree, let's cooperate",1,0,0,0,0,1,1
qwen x llama,6,515,3,A,"Let's keep cooperating, it's win-win.",1,0,0,0,0,1,1
qwen x llama,6,515,3,B,"Agree, HOLD again",0,0,0,0,0,0,1
qwen x llama,6,515,4,A,"Agree, let's keep cooperating",1,0,0,0,0,1,1
qwen x llama,6,515,4,B,"Cooperate, I'm watching",1,0,0,0,0,1,1
qwen x llama,6,515,5,A,"Cooperate, let's keep HOLDing",1,0,0,0,0,1,1
qwen x llama,6,515,6,B,CUT me last,0,0,0,0,0,0,1
qwen x llama,6,511,0,A,Let's both HOLD. Split the profit.,1,0,0,0,0,1,1
qwen x llama,6,511,1,A,"Let's HOLD together, or we'll both lose.",1,0,0,0,0,1,1
qwen x llama,6,511,1,B,No deal,0,0,0,0,0,0,1
qwen x llama,6,511,2,A,"Let's HOLD, we both lose if we keep cutting.",1,1,0,0,0,1,1
qwen x llama,6,511,2,B,HOLD together now?,0,0,0,0,0,0,1
qwen x llama,6,511,3,A,"Let's HOLD, I'll make it worth your while.",1,0,0,0,0,1,1
qwen x llama,6,511,3,B,HOLD or I CUT,0,0,0,0,0,0,1
qwen x llama,6,511,4,A,"HOLD, let's cooperate.",1,0,0,0,0,1,1
qwen x llama,6,511,4,B,HOLD together now,0,0,0,0,0,0,1
qwen x llama,6,511,5,A,"HOLD, or both lose.",0,0,0,0,0,0,1
qwen x llama,6,511,5,B,HOLD or I CUT,0,0,0,0,0,0,1
qwen x llama,6,511,6,B,HOLD together now,0,0,0,0,0,0,1
qwen x llama,6,514,0,A,Let's both HOLD. Split the profit. Trust?,1,0,0,0,0,1,1
qwen x llama,6,514,1,A,Let's HOLD together. It's better for both.,1,0,0,0,0,1,1
qwen x llama,6,514,1,B,"No trust, you didn't",0,0,0,0,0,0,1
qwen x llama,6,514,2,A,"Let's both HOLD. Trust me, we'll both win.",1,0,0,0,0,1,1
qwen x llama,6,514,2,B,"CUT now, I'll HOLD next",0,0,0,0,0,0,1
qwen x llama,6,514,3,A,"Let's HOLD, I'll CUT if you do.",1,1,1,0,0,1,1
qwen x llama,6,514,3,B,HOLD together now,0,0,0,0,0,0,1
qwen x llama,6,514,4,A,"Let's HOLD, I'll CUT if you do",1,1,1,0,0,1,1
qwen x llama,6,514,4,B,HOLD together now,0,0,0,0,0,0,1
qwen x llama,6,514,5,A,"Let's HOLD, I'll CUT if you do",1,1,1,0,0,1,1
qwen x llama,6,514,5,B,HOLD together,0,0,0,0,0,0,1
qwen x llama,6,514,6,B,HOLD together now,0,0,0,0,0,0,1
qwen x llama,6,518,0,A,"Let's HOLD together, 3+3 > 5+0. Trust?",1,0,0,0,0,1,1
qwen x llama,6,518,0,B,HOLD or CUT?,0,0,0,0,0,0,1
qwen x llama,6,518,1,A,Let's HOLD. We both win more.,1,0,0,0,0,1,1
qwen x llama,6,518,1,B,"No trust, you didn't HOLD",0,0,0,0,0,0,1
qwen x llama,6,518,2,A,"Let's HOLD, I'll make it worth your while.",1,0,0,0,0,1,1
qwen x llama,6,518,2,B,HOLD together?,0,0,0,0,0,0,1
qwen x llama,6,518,3,A,"Let's HOLD, I'll HOLD if you do",1,1,0,0,0,1,1
qwen x llama,6,518,3,B,HOLD or I CUT,0,0,0,0,0,0,1
qwen x llama,6,518,4,A,"HOLD, let's both profit.",0,0,0,0,0,0,1
qwen x llama,6,518,4,B,HOLD together,0,0,0,0,0,0,1
qwen x llama,6,518,5,A,"HOLD, I promise, let's both profit",0,0,0,0,0,0,1
qwen x llama,6,518,5,B,HOLD together,0,0,0,0,0,0,1
qwen x llama,6,516,0,A,Let's both HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x llama,6,516,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,6,516,1,A,Let's keep cooperating.,1,0,0,0,0,1,1
qwen x llama,6,516,1,B,"Agree, let's both HOLD",1,0,0,0,0,1,1
qwen x llama,6,516,2,A,Let's keep cooperating. HOLD?,1,0,0,0,0,1,1
qwen x llama,6,516,2,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,6,516,3,A,"Agreed, let's keep HOLDing.",1,0,0,0,0,1,1
qwen x llama,6,516,3,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,6,516,4,A,"Let's keep cooperating, both HOLD.",1,0,0,0,0,1,1
qwen x llama,6,516,5,A,"Let's keep cooperating, HOLD.",1,0,0,0,0,1,1
qwen x llama,6,516,5,B,Let's keep it up,1,0,0,0,0,1,1
qwen x llama,6,516,6,B,HOLD together,0,0,0,0,0,0,1
qwen x llama,6,513,0,A,"Let's HOLD together, it's better for both. Trust?",1,0,0,0,0,1,1
qwen x llama,6,513,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,6,513,1,A,Let's keep cooperating.,1,0,0,0,0,1,1
qwen x llama,6,513,1,B,"Agree, let's cooperate",1,0,0,0,0,1,1
qwen x llama,6,513,2,A,"Let's keep cooperating, 3 each is good.",1,0,0,0,0,1,1
qwen x llama,6,513,2,B,Cooperate or I CUT,1,0,0,0,0,1,1
qwen x llama,6,513,3,A,"Cooperate, both HOLD",1,0,0,0,0,1,1
qwen x llama,6,513,3,B,"Cooperate, I'm watching",1,0,0,0,0,1,1
qwen x llama,6,513,4,A,"Cooperate, I'm watching too.",1,0,0,0,0,1,1
qwen x llama,6,513,5,A,"Cooperate, let's keep this going",1,0,0,0,0,1,1
qwen x llama,6,513,6,B,CUT me last,0,0,0,0,0,0,1
qwen x llama,6,513,7,B,Cooperate again?,1,0,0,0,0,1,1
qwen x llama,8,504,0,A,Let's both HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x llama,8,504,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,8,504,1,A,Cooperate? Let's keep it at 3 each.,1,0,0,0,0,1,1
qwen x llama,8,504,1,B,"Agree, let's both HOLD",1,0,0,0,0,1,1
qwen x llama,8,504,2,A,"Let's keep cooperating, HOLD.",1,0,0,0,0,1,1
qwen x llama,8,504,2,B,"Yes, cooperate",1,0,0,0,0,1,1
qwen x llama,8,504,3,A,"Let's keep cooperating, both HOLD.",1,0,0,0,0,1,1
qwen x llama,8,504,3,B,"Cooperate, I'll HOLD if you do",1,1,0,0,0,1,1
qwen x llama,8,504,4,A,"Cooperate, let's keep HOLDing",1,0,0,0,0,1,1
qwen x llama,8,504,4,B,HOLD again,0,0,0,0,0,0,1
qwen x llama,8,504,5,A,"Let's keep holding, it's working well.",1,0,0,0,0,1,1
qwen x llama,8,504,5,B,HOLD again?,0,0,0,0,0,0,1
qwen x llama,8,504,6,A,"Agree, let's keep HOLDing",1,0,0,0,0,1,1
qwen x llama,8,504,7,A,"Let's keep cooperating, HOLD again?",1,0,0,0,0,1,1
qwen x llama,8,504,7,B,Let's keep HOLDing,1,0,0,0,0,1,1
qwen x llama,8,504,8,B,HOLD again,0,0,0,0,0,0,1
qwen x llama,6,517,0,A,"Let's HOLD together, 3-3 is better than 1-1.",1,0,0,0,0,1,1
qwen x llama,6,517,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,6,517,1,A,Let's keep cooperating.,1,0,0,0,0,1,1
qwen x llama,6,517,1,B,"Agree, let's cooperate",1,0,0,0,0,1,1
qwen x llama,6,517,2,A,"Let's cooperate, I'll HOLD if you do.",1,1,0,0,0,1,1
qwen x llama,6,517,2,B,Why not?,0,0,0,0,0,0,1
qwen x llama,6,517,3,A,"Let's cooperate, I'll HOLD if you HOLD.",1,1,0,0,0,1,1
qwen x llama,6,517,3,B,CUT or I'll CUT always,0,0,1,0,0,0,1
qwen x llama,6,517,4,A,"Let's HOLD, I'll CUT if you CUT.",1,1,1,1,1,0,1
qwen x llama,6,517,4,B,HOLD together,0,0,0,0,0,0,1
qwen x llama,6,517,5,A,"Let's HOLD, I'll CUT if you do",1,1,1,0,0,1,1
qwen x llama,6,517,5,B,CUT me too,0,0,0,0,0,0,1
qwen x llama,8,501,0,A,"Let's HOLD, we both win more. Trust?",1,0,0,0,0,1,1
qwen x llama,8,501,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,8,501,1,A,"Cooperate, let's keep it at 3,3",1,0,0,0,0,1,1
qwen x llama,8,501,1,B,Yes trust,0,0,0,0,0,0,1
qwen x llama,8,501,2,A,Let's keep cooperating.,1,0,0,0,0,1,1
qwen x llama,8,501,2,B,"Cooperate, I'm watching",1,0,0,0,0,1,1
qwen x llama,8,501,3,A,"Cooperate, mutual benefit",1,0,0,0,0,1,1
qwen x llama,8,501,3,B,"Cooperate, I'm watching",1,0,0,0,0,1,1
qwen x llama,8,501,4,A,"Cooperate, trust me too",1,0,0,0,0,1,1
qwen x llama,8,501,5,A,"Cooperate, trust is mutual",1,0,0,0,0,1,1
qwen x llama,8,501,6,A,"Cooperate, trust me",1,0,0,0,0,1,1
qwen x llama,8,501,7,A,"Let's keep cooperating, it's working.",1,0,0,0,0,1,1
qwen x llama,8,501,7,B,"Cooperate, I'm watching",1,0,0,0,0,1,1
qwen x llama,8,501,9,B,"Cooperate, I'm watching",1,0,0,0,0,1,1
qwen x llama,8,501,10,B,Cooperate again?,1,0,0,0,0,1,1
qwen x llama,8,501,11,B,Cooperate again?,1,0,0,0,0,1,1
qwen x llama,8,502,0,A,"Let's both HOLD. Split the profit, 3 each. Trust?",1,0,0,0,0,1,1
